百货	商场	0.000000
信息化	智能化	0.000000
茶道	茶叶	0.000000
罪孽	犯人	0.000000
感冒药	退烧药	0.000000
难点	问题	0.755547
同事	朋友	0.902446
名字	姓氏	0.000000
网站	网页	0.000000
名誉	名气	-0.100597
七情六欲	欲望	0.000000
审理	问讯	0.000000
工具	器具	0.000000
意思	意义	0.173733
优惠	降价	0.445757
伴随	陪伴	0.379165
尘垢	污秽	0.000000
猫腻	阴谋诡计	0.000000
吃醋	争风吃醋	0.000000
软着陆	经济	0.000000
生产力	创新	0.941774
上市	盈利	0.866879
泼妇	女强人	0.000000
载体	书本	0.041254
地址	小区	-0.095834
价钱	票房	0.420528
表彰	进步	0.301272
理论	结论	0.521547
烦闷	失眠	0.000000
亲人	敌人	0.774005
跳槽	移动	0.000000
饮酒	喝茶	0.000000
财运	桃花运	0.000000
女权	女性	0.000000
一般	差	0.918574
赌局	扑克牌	0.000000
宋	明	0.794950
雾霾	阴天	0.000000
程序	指令	0.523685
关键字	关键	0.000000
松驰	疲软	0.000000
平等	平均	-0.424365
经营	张罗	0.000000
客套	礼貌	0.000000
利用	使用	0.933753
审查	自纠自查	0.000000
炖	焖	0.000000
喜欢	崇敬	0.909582
暗号	密码	0.000000
规律	原理	0.734020
轻率	鲁莽	0.000000
手法	方法	0.558132
准则	规则	0.868776
迂腐	墨守成规	0.000000
闯祸	惹是生非	0.000000
清晰	一清二楚	0.000000
姐妹	闺蜜	0.000000
扎实	脚踏实地	0.862738
事物	东西	0.473227
睡	寐	0.000000
忌妒	妒嫉	0.000000
俱乐部	富人	0.054754
味道	鼻子	0.836922
绩点	老师	0.000000
关心	放任	0.168149
空间	世界	0.553281
僻静	冷静	0.000000
字符	程序	0.000000
裁判	足球	0.714147
股票	银行	0.765478
红颜	面容	0.000000
著名	著作	0.621369
可能性	可靠性	0.000000
占有	争取	0.521680
合肥	巴黎	0.000000
热线	焦点	-0.587273
影响力	破坏力	0.000000
温度	湿度	0.695893
痛苦	忍辱负重	0.000000
偶遇	艳遇	0.000000
公众	媒体	0.271426
姑娘	青春	0.693450
多媒体	设备	0.802894
韩	日	0.896798
钱	利	0.400279
细心	三心二意	0.000000
博物馆	剧院	0.649814
诵读	歌唱	0.000000
阳光	雨露	0.000000
竞争	考试	0.011975
消灭	灭菌	0.000000
饭局	交际	0.000000
媚俗	高雅	0.000000
密码	账号	0.000000
夫人	孩子	-0.102469
简化	优化	0.732463
侵害	性侵	0.000000
故事	剧情	0.000000
调整	整合	0.456545
亲密	缠绵	0.000000
创新	发明	0.471895
带头	敢为人先	0.000000
公约	规章	0.789541
高大上	超凡脱俗	0.000000
解闷	排遣	0.000000
放肆	大胆	0.000000
合同	协议	0.494432
私语	嘀咕	0.000000
大概	差不多	0.671472
比如	譬如	0.578872
友善	清新	0.000000
胆小鬼	兔子	0.000000
繁荣	泡沫	0.222726
智力	想象	0.259036
茶馆	企业	0.000000
消极	四大皆空	0.000000
爱怜	同病相怜	0.000000
激励	缅怀	0.000000
灌输	讲解	0.000000
车辆	行人	0.586461
偏见	认知	0.000000
北京市	成都市	0.834520
水果	西红柿	0.678890
艺术家	地理学家	0.000000
干涉	管理	0.475138
管理	托管	0.510194
书籍	图书馆	0.598706
框架	组织	0.572978
炮兵	海军	0.000000
学习	上课	-0.254178
图书馆	文化宫	0.000000
欲望	情欲	0.000000
独立	啃老	0.000000
同学	同事	0.959880
语文	数学	0.000000
低贱	崇高	0.000000
海域	渤海湾	0.682576
奖赏	惩罚	0.000000
名称	外号	0.000000
霸气	气场	0.000000
数据库	信息	0.000000
波涛	海水	0.488749
唱	颂	0.500736
鬼话	谎言	0.000000
顺应	附和	0.000000
较真儿	死板	0.000000
乐观	阳光	0.251533
羞辱	辱	0.000000
赋予	给予	0.677862
伪善	虚伪	0.000000
在行	熟练	0.000000
怪异	奇怪	0.000000
谦卑	谦逊	0.000000
反应	反响	0.747475
过时	落伍	0.000000
金钱	钱财	0.661087
种	栽	0.837804
对话框	窗口	0.000000
弥补	补偿	0.440591
财力	精力	0.496739
功夫	素养	0.094061
竞争力	鉴赏力	0.000000
比赛	团队	-0.548363
企业家	作曲家	-0.018032
素菜	牛肉	0.000000
报警	报告	-0.002007
残疾	死亡	0.302530
指导	斥责	0.000000
利润	成本	0.954969
思想	智力	0.679125
配合	违抗	0.000000
电话	邮件	0.000000
公司	代销店	0.000000
苹果	香蕉	0.000000
盈利	亏损	0.948815
公益	善心	0.000000
总理	主席	0.966627
医生	护士	0.712857
疼爱	溺爱	0.000000
新闻界	舆论界	0.828165
眺望	展望	0.000000
发怒	恼羞成怒	0.000000
执着	倔强	0.000000
牵强	勉强	0.000000
散伙	离别	0.000000
支柱	骨干	0.667740
慰劳	犒赏	0.000000
心态	心境	0.663858
走神	愣	0.000000
诀窍	秘籍	0.000000
成果	果实	-0.391388
恼	怒	0.000000
犹豫	踟蹰不前	0.000000
作用	功能	0.629918
怜爱	爱怜	0.000000
化肥	化学肥料	0.000000
物流	顺风	-0.278502
皮肤	眼睛	0.569584
印象	大脑	0.243956
阶层	皇室	0.000000
新鲜	空气	-0.161458
法庭	律师	0.570048
文章	理论	0.286179
行星	月亮	0.000000
日记	文章	0.653978
食物	水果	0.601933
俗	美	-0.416966
会员卡	会员	0.000000
欧洲	南美洲	-0.039813
风景	山水	0.780634
文体	骚体	0.000000
没劲	兴致勃勃	0.000000
新浪	腾讯	0.000000
服装	裙子	0.000000
凉快	炎热	0.000000
歌舞	迪斯科	0.000000
小学生	大中学生	0.000000
汽车	越野车	0.000000
团购	购买	0.000000
平台	环境	0.126884
研讨	争论	0.006594
演说	说话	0.000000
虚拟	编造	0.000000
高风险	风险	0.000000
感动	热泪盈眶	0.000000
底薪	工资	0.000000
扶持	提携	0.000000
有效	有用	0.214899
圆满	大功告成	0.000000
邀请	诚邀	0.000000
破烂	破烂不堪	0.000000
信誉	信用	0.911207
孤单	寂寞	0.000000
会见	会晤	0.000000
背地里	背后	0.000000
实质	本质	0.895567
枯萎	凋零	0.000000
互联网	因特网	0.421239
课程表	课表	0.000000
洁癖	网瘾	0.000000
讲座	座位	0.000000
粗鲁	文盲	0.000000
女士	白骨精	0.000000
电话	设备	0.444600
欢迎	迎宾	0.000000
气温	高温	0.930591
成功	失意	0.000000
积极	消极	0.324986
君子	小人	0.000000
认真	马虎	-0.332986
北大	清华	0.588195
国王	女王	0.000000
商业	工业	0.932059
闺房	卧室	0.000000
削减	裁员	0.000000
检验	查	-0.002511
席位	位置	0.032082
奖励	记功	0.000000
麻利	灵活	0.000000
随意	随便	0.411709
奋斗	努力	0.756230
高兴	兴奋	0.896277
猜忌	多疑	0.000000
轻蔑	藐视	0.000000
服气	口服心服	0.000000
入场券	门票	0.295448
生物钟	地球仪	0.000000
年级	成绩	0.000000
矩阵	数据	0.000000
杯子	饮料	0.000000
杯子	实体	0.000000
困倦	生病	0.000000
政敌	情敌	0.000000
灾区	地震	0.000000
生日	蛋糕	0.760902
泡沫	肥皂	0.000000
电影	导演	0.537830
学生	老师	0.524618
自动	手动	0.000000
大学	中专	0.293561
交易	交换	0.206341
快乐	欣喜若狂	0.000000
邪念	非分之想	0.000000
平静	心平气和	0.000000
任命	委以重任	0.000000
瞎扯	编造	0.000000
相信	信赖	0.554918
支部	面部	-0.600986
正义	人民	0.848258
转基因	大豆	0.000000
白宫	宿舍	0.000000
解释	分解	-0.444624
自卑感	历史感	0.000000
距离	速度	0.442950
投资者	收入	0.565216
网络	硬件	0.900990
责任	保险	0.665851
比赛	胜利	0.488860
亲近感	荣誉感	0.000000
壁橱	衣服	0.000000
无用功	效率	0.000000
课程	学校	0.788675
学者	学习	0.490281
超市	食品	0.000000
家属	丈夫	0.223504
国企	私企	0.000000
勾画	描摹	0.000000
想法	主意	0.755346
美	靓	0.000000
牢固	坚不可摧	0.000000
凌乱	乱七八糟	0.000000
工作	干活儿	0.000000
恭贺	恭喜	0.000000
拍马屁	谄谀	0.000000
PC	计算机	0.000000
行	可以	0.251009
死党	共和党	0.000000
歌剧	工业	-0.403350
轻浮	轻松	0.000000
职业	教育	0.634136
物理	质子	0.424194
网球	球拍	0.000000
缓慢	飞快	0.000000
人民币	美元	0.810283
青年	中青年	0.773019
境界	意境	0.778873
跋扈	骄横	0.000000
弘扬	发扬	0.966176
恶劣	坏	0.368408
更加	愈发	0.000000
优秀	出众	-0.182731
计算机	新闻	0.016494
期刊	协会	0.443889
纸老虎	狮子	0.000000
冷静	荒凉	0.654706
乡村	故事	-0.065484
出路	山路	0.000000
能源	危机	0.368318
房价	面积	0.477178
龙头	老大	0.068718
安排	部署	0.677316
文明	吸烟者	0.000000
普及	担当	-0.097646
困难	自怨自艾	0.000000
造型	照片	0.573872
抠门儿	小气	0.000000
假货	赝品	0.000000
拖后腿	拉后腿	0.000000
天下	气候	-0.208205
轻	善	0.806157
日程	季度	0.000000
宇宙	蚂蚁	0.000000
面包店	绿豆粥	0.000000
结盟	无理取闹	0.000000
免税店	飞机	0.000000
逃课	创业	0.000000
态度	秋波	0.000000
但	但是	0.906262
赢	胜	0.688125
调查	努力	0.376887
玻璃	魔术师	0.000000
干扰	上网	0.257468
课堂	美食	0.000000
情节	黄色	-0.480276
计算机	电脑	0.805895
讲价	打架	0.000000
教授	黄瓜	0.000000
控制	恐高	0.000000
阻力	天花板	-0.162478
WTO	世界贸易组织	0.000000
紫禁城	故宫	0.000000
算盘	计算机	0.000000
